sentence,aspect,label_id,label
We had the pot-stickers which were great and a tempura dish that was great .,pot-stickers,2,positive
We had the pot-stickers which were great and a tempura dish that was great .,tempura dish,2,positive
I think the stuff was better than Disney .,stuff,2,positive
"While the $ 20 entree range is not overly expensive , in New York City , there is definitely better food in that range , and so Sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which I will return .",food,0,negative
"While the $ 20 entree range is not overly expensive , in New York City , there is definitely better food in that range , and so Sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which I will return .",atmosphere,2,positive
"While the $ 20 entree range is not overly expensive , in New York City , there is definitely better food in that range , and so Sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which I will return .",entree range,2,positive
"Orsay , is without a doubt one of the best values for authentic French food in NYC .",French food,2,positive
"Well , their deliveries take for ever and the food is usually cold .",deliveries,0,negative
"Well , their deliveries take for ever and the food is usually cold .",food,0,negative
The staff is no nonsense .,staff,2,positive
And really large portions .,portions,2,positive
This is a great Thai restaurant with a very friendly staff .,staff,2,positive
I ordered the smoked salmon and roe appetizer and it was off flavor .,smoked salmon and roe appetizer,0,negative
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",lunch,1,neutral
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",food,2,positive
"I recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .",garlic shrimp,2,positive
"I recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .",lamb,2,positive
"I recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .",", okra ( bindi",2,positive
"As we were leaving , the couple standing by the door said to another waiter , we 're not in a hurry .",waiter,1,neutral
"The menu was impressive with selections ranging from a burger , to steak , to escargot .",menu,2,positive
"The menu was impressive with selections ranging from a burger , to steak , to escargot .",burger,1,neutral
"The menu was impressive with selections ranging from a burger , to steak , to escargot .",steak,1,neutral
"The menu was impressive with selections ranging from a burger , to steak , to escargot .",escargot,1,neutral
"In fact , two people could really share one plate .",plate,2,positive
The food is great and authentic .,food,2,positive
Good for casual dinner with jeans and sneakers .,casual dinner,2,positive
"Anyway , the food is good , the price is right and they have a decent wine list .",food,2,positive
"Anyway , the food is good , the price is right and they have a decent wine list .",price,2,positive
"Anyway , the food is good , the price is right and they have a decent wine list .",wine list,2,positive
Prices are higher to dine in and their chicken tikka marsala is quite good .,Prices,0,negative
Prices are higher to dine in and their chicken tikka marsala is quite good .,chicken tikka marsala,2,positive
This place has many different styles of pizza and they are all amazing .,styles of pizza,2,positive
The photos of the restaurant in its web site are way better than the real look .,look,0,negative
The food was lousy - too sweet or too salty and the portions tiny .,food,0,negative
The food was lousy - too sweet or too salty and the portions tiny .,portions,0,negative
But the coconut rice was good .,coconut rice,2,positive
It took them 25 minutes to bring our appetizer .,appetizer,1,neutral
The food was great .,food,2,positive
Pair you food with the excellent beers on tap or their well priced wine list .,food,1,neutral
Pair you food with the excellent beers on tap or their well priced wine list .,beers on tap,2,positive
Pair you food with the excellent beers on tap or their well priced wine list .,wine list,2,positive
Pair you food with the excellent beers on tap or their well priced wine list .,priced,2,positive
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,music,0,negative
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you 'll love it here .,bottle minimun,0,negative
All of my co-workers stated that the food was amazing and wondered why they had n't heard about this place .,food,2,positive
Metrazur has a beautiful spot overlooking the main terminal .,spot,2,positive
Friendly staff that actually lets you enjoy your meal and the company you 're with .,staff,2,positive
Friendly staff that actually lets you enjoy your meal and the company you 're with .,meal,2,positive
The restaurant is rather small but we were lucky to get a table quickly .,table,2,positive
"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",Quality of food,2,positive
"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",price,2,positive
"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",pork,2,positive
"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",", fish",2,positive
"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",", chicken",2,positive
"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",", lamb",2,positive
"Quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",vegetables,2,positive
"The place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .",seating,0,negative
"The place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .",place,0,negative
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price ( if bought by the pound ) .,appetizing,2,positive
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price ( if bought by the pound ) .,price,2,positive
"But , they were too big for the bun .",bun,1,neutral
"The food is fresh , delicious , and reasonably priced .",food,2,positive
"The food is fresh , delicious , and reasonably priced .",priced,2,positive
Raga stands out with an interesting fusion of French and Indian cooking .,fusion of French and Indian cooking,2,positive
"A few tips : skip the turnip cake , roast pork buns and egg custards .",turnip cake,0,negative
"A few tips : skip the turnip cake , roast pork buns and egg custards .",", roast pork buns",0,negative
"A few tips : skip the turnip cake , roast pork buns and egg custards .",egg custards,0,negative
The bagels are fabulous .,bagels,2,positive
"Oh yes , and they lie on the phone , claiming they have seating in the garden , then of course the seats are not available .",seating in the garden,1,neutral
"Oh yes , and they lie on the phone , claiming they have seating in the garden , then of course the seats are not available .",seats,1,neutral
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,service,2,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,place,2,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,water,1,neutral
"The food was very good , a great deal , and the place its self was great .",food,2,positive
"The food was very good , a great deal , and the place its self was great .",place,2,positive
The food options rule .,food options,2,positive
A great choice at any cost and a great deal .,cost,2,positive
"We ate here in March , 2006 and ordered the pre-theatre 3-course dinner with wine flight .",pre-theatre 3-course dinner,1,neutral
"We ate here in March , 2006 and ordered the pre-theatre 3-course dinner with wine flight .",wine flight,1,neutral
"Probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .",lunch,1,neutral
"Probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .",dinner,1,neutral
"Their calzones are horrific , bad , vomit-inducing , YUCK .",calzones,0,negative
It takes forever to get a drink and they almost always forget to bring something ( although they dont forget to charge you for it .,drink,1,neutral
The place itself is beautiful the bar scene seems to be happening .,place,2,positive
The place itself is beautiful the bar scene seems to be happening .,bar scene,2,positive
"Saturday , Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us .",staff,2,positive
"Good spreads , great beverage selections and bagels really tasty .",spreads,2,positive
"Good spreads , great beverage selections and bagels really tasty .",beverage selections,2,positive
"Good spreads , great beverage selections and bagels really tasty .",bagels,2,positive
"First , the waiter who served us neglected to fill us in on the specials , which I would have chosen had I known about them .",waiter,0,negative
"First , the waiter who served us neglected to fill us in on the specials , which I would have chosen had I known about them .",specials,2,positive
"First , the waiter who served us neglected to fill us in on the specials , which I would have chosen had I known about them .",served,0,negative
"Also , top the meal with a delicious and perfect slice of tiramisu .",tiramisu,2,positive
"Also , top the meal with a delicious and perfect slice of tiramisu .",meal,1,neutral
Check out the secret back room .,secret back room,2,positive
"It 's also attached to Angel 's Share , which is a cool , more romantic bar ...",bar,2,positive
"Authentic food and they have REAL service , not just the rush you get sometimes when they try to push you out the door .",food,2,positive
"Authentic food and they have REAL service , not just the rush you get sometimes when they try to push you out the door .",service,2,positive
Stick to the gulab jamun .,gulab jamun,2,positive
"I am amazed by the poor reviews - I find this place to be standout Italian in an area flooded with Italian - great prices , great atmosphere , good service and a wonderful wine list .",prices,2,positive
"I am amazed by the poor reviews - I find this place to be standout Italian in an area flooded with Italian - great prices , great atmosphere , good service and a wonderful wine list .",atmosphere,2,positive
"I am amazed by the poor reviews - I find this place to be standout Italian in an area flooded with Italian - great prices , great atmosphere , good service and a wonderful wine list .",service,2,positive
"I am amazed by the poor reviews - I find this place to be standout Italian in an area flooded with Italian - great prices , great atmosphere , good service and a wonderful wine list .",wine list,2,positive
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,diner,1,neutral
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,wait staff,0,negative
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,table,0,negative
With the theater 2 blocks away we had a delicious meal in a beautiful room .,meal,2,positive
With the theater 2 blocks away we had a delicious meal in a beautiful room .,room,2,positive
"We 've only eaten in the restaurant once , but we have ordered many times for dinner .",dinner,1,neutral
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar .,pig feet ginger simmered in black vinegar,2,positive
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar .,desserts with frog jelly,2,positive
The food is great and reasonably priced .,food,2,positive
The food is great and reasonably priced .,priced,2,positive
I would definitely recommend SEA if you like thai cuisine !,thai cuisine,2,positive
"Over the years the host , Vittorio , and his crew , have always treated me as family -- although with all the business this not-so-little gem does , it amazing he 's even able to remember a consistent but not-so-frequent visitor .",crew,2,positive
"Over the years the host , Vittorio , and his crew , have always treated me as family -- although with all the business this not-so-little gem does , it amazing he 's even able to remember a consistent but not-so-frequent visitor .",host,2,positive
"The restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese .",round tables,2,positive
"The restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese .",Taiwanese,2,positive
"My husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",french fries,2,positive
"It is the type of place to run into old friends and have a late , raucus dinner .",dinner,2,positive
"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",food,2,positive
"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",dishes,2,positive
"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",specials,2,positive
"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",regular menu-fare,2,positive
Prices are in line .,Prices,1,neutral
"The combination of fresh tomato sauce , fresh mozz cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in NY .",fresh tomato sauce,2,positive
"The combination of fresh tomato sauce , fresh mozz cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in NY .",", fresh mozz cheese",2,positive
"The combination of fresh tomato sauce , fresh mozz cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in NY .",", basil",2,positive
"The combination of fresh tomato sauce , fresh mozz cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in NY .",dough,2,positive
"The combination of fresh tomato sauce , fresh mozz cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in NY .",pizza,2,positive
"The combination of fresh tomato sauce , fresh mozz cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in NY .",flour,2,positive
The food is prepared quickly and efficiently .,food,2,positive
"For all of you new to Indian food , try the Paneer Roll , it is a piece of heaven .",Indian food,2,positive
"For all of you new to Indian food , try the Paneer Roll , it is a piece of heaven .",Paneer Roll,2,positive
The food looked very appetizing and delicious since it came on a variety of fancy plates .,food,2,positive
The food looked very appetizing and delicious since it came on a variety of fancy plates .,plates,2,positive
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal .,fresh mozzerella slices,2,positive
Both the fresh mozzerella slices and the Plain Cheese slice are phenomenal .,Plain Cheese slice,2,positive
"The food is terrible and overall , I would have to say avoid at all costs .",food,0,negative
"Unfortunately , the food was NOT something to get worked up about .",food,0,negative
"It 's constantly open , catering to the Pakistani cabbies lined up on Crosby St. , so there 's more turnover with the food than you 'd expect ( i.e. , surprisingly fresh ) .",food,2,positive
I had Filet Mignon with garlic mash .,Filet Mignon with garlic mash,1,neutral
"I went at 6:00 PM specifically for the pre-theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",pre-theater menu,2,positive
"I went at 6:00 PM specifically for the pre-theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",roasted tomato soup with chevre,2,positive
"I went at 6:00 PM specifically for the pre-theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",", steak frites",2,positive
"I went at 6:00 PM specifically for the pre-theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",", creme brulee",2,positive
"The waitstaff were attentive , polite and helpful - an impressive feat in such close quarters .",waitstaff,2,positive
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the Peter 's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",bread,2,positive
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the Peter 's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",pizza,2,positive
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the Peter 's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",margarite pizza with cold prosciutto and baby arugula on top,1,neutral
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the Peter 's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",salad,1,neutral
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the Peter 's Favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",Peter 's Favourite pizza with prosciutto and baby arugula,1,neutral
"The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",bruschettas,2,positive
"The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",", paninis",2,positive
"The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",", tramezzinis",2,positive
"Have always found that the waiters will go out of their way to be helpful , despite the fact they are often busy with lots of diners .",waiters,2,positive
"Have always found that the waiters will go out of their way to be helpful , despite the fact they are often busy with lots of diners .",diners,1,neutral
"While this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs .",chef,2,positive
"While this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs .",dishes,2,positive
"While this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs .",cuisine,1,neutral
"While this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely Indian without being heavy or same old restaurant burn-outs .",Indian,2,positive
The owner truly caters to all your needs .,owner,2,positive
He takes real pride in his food and his business .,food,2,positive
"So if you want a nice , enjoyable meal at Montparnasse , go early for the pre-theater prix-fixe .",meal,2,positive
"So if you want a nice , enjoyable meal at Montparnasse , go early for the pre-theater prix-fixe .",pre-theater prix-fixe,2,positive
"Over the years , it has always provided a pleasurable dining experience with quality food and wine .",food,2,positive
"Over the years , it has always provided a pleasurable dining experience with quality food and wine .",wine,2,positive
"Over the years , it has always provided a pleasurable dining experience with quality food and wine .",dining,2,positive
"The photobook menu was a cute touch , certainly helped my group and I pick the fried chicken , pork chop , and noodle dishes that we all ordered .",menu,2,positive
"The photobook menu was a cute touch , certainly helped my group and I pick the fried chicken , pork chop , and noodle dishes that we all ordered .",fried chicken,1,neutral
"The photobook menu was a cute touch , certainly helped my group and I pick the fried chicken , pork chop , and noodle dishes that we all ordered .",", pork chop",1,neutral
"The photobook menu was a cute touch , certainly helped my group and I pick the fried chicken , pork chop , and noodle dishes that we all ordered .",noodle dishes,1,neutral
I can not imagine better Indian food in all of the city .,Indian food,2,positive
Great romantic place for a date ( try to get the corner booth table for a little privacy and to sit close ! ) .,privacy,2,positive
Great romantic place for a date ( try to get the corner booth table for a little privacy and to sit close ! ) .,corner booth table,2,positive
Great romantic place for a date ( try to get the corner booth table for a little privacy and to sit close ! ) .,place,2,positive
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,manager,0,negative
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,open faced cheese sandwich,1,neutral
very good breads as well .,breads,2,positive
"if this happens , just ask for real naan .",naan,1,neutral
We were fans of the half-price Saturday night option until some inedible squid during a recent visit .,squid,0,negative
We were fans of the half-price Saturday night option until some inedible squid during a recent visit .,half-price Saturday night option,2,positive
"Pizza is terrific , as is homemade pasta .",Pizza,2,positive
"Pizza is terrific , as is homemade pasta .",homemade pasta,2,positive
This is a wonderful place on all stand points especially value ofr money .,value ofr money,2,positive
Example is the soup which was about 6 oz for $ 12 dollars and the mushrooms where $ 12 for about 1oz .,soup,2,positive
Example is the soup which was about 6 oz for $ 12 dollars and the mushrooms where $ 12 for about 1oz .,mushrooms,2,positive
There are other people waiting !,waiting,0,negative
"From beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .",beginning appetizers,2,positive
"From beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .",scallops,2,positive
"From beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .",chocolate souffle with rasberry mint sorbet,2,positive
"From beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .",taste,2,positive
Consistently good Japanese Tapas .,Japanese Tapas,2,positive
"My goodness , everything from the fish to the rice to the seaweed was absolutely amazing .",fish,2,positive
"My goodness , everything from the fish to the rice to the seaweed was absolutely amazing .",rice,2,positive
"My goodness , everything from the fish to the rice to the seaweed was absolutely amazing .",seaweed,2,positive
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I 've ever had ) .",dishes,2,positive
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I 've ever had ) .",lamb sausages,2,positive
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I 've ever had ) .",", sardines with biscuits",2,positive
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I 've ever had ) .",", large whole shrimp",2,positive
"The dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest I 've ever had ) .",pistachio ice cream,2,positive
The food is reliable and the price is moderate .,food,2,positive
The food is reliable and the price is moderate .,price,1,neutral
"While the ambiance and atmosphere were great , the food and service could have been a lot better .",ambiance,2,positive
"While the ambiance and atmosphere were great , the food and service could have been a lot better .",atmosphere,2,positive
"While the ambiance and atmosphere were great , the food and service could have been a lot better .",food,0,negative
"While the ambiance and atmosphere were great , the food and service could have been a lot better .",service,0,negative
The server was really cool and served us our food and drinks with a smile .,server,2,positive
The server was really cool and served us our food and drinks with a smile .,food,1,neutral
The server was really cool and served us our food and drinks with a smile .,drinks,1,neutral
The server was really cool and served us our food and drinks with a smile .,served,2,positive
We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street .,food,1,neutral
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",sushi,2,positive
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",thai food,2,positive
"Very excited to hear that short-term Chef Jason Narone has moved on , he truly was a low point of their Sterling track record .",Chef,0,negative
I had to share my table with a loud group of kids and the service was rude an unattentive .,service,0,negative
I had to share my table with a loud group of kids and the service was rude an unattentive .,table,0,negative
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they do n't skimp .,garlic,2,positive
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they do n't skimp .,fresh tomatoes,2,positive
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they do n't skimp .,sauce on the pizza,2,positive
"We recently decided to try this location , and to our delight , they have outdoor seating , perfect since I had my yorkie with me .",outdoor seating,2,positive
"My husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .",mesclun,2,positive
"My husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .",", salmon",2,positive
"My husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .",ice cream,2,positive
"My husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .",courses,2,positive
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call .,wait,1,neutral
The food is usually good but it certainly is n't a relaxing place to go .,food,2,positive
The food is usually good but it certainly is n't a relaxing place to go .,place,0,negative
"Super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",staff,2,positive
"Super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",bistro fare,2,positive
"Super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",chilaquiles,2,positive
"Super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",jazz brunch,2,positive
"Super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",live jazz,2,positive
The prices were fantastic .,prices,2,positive
"Still , any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house ...",measures of liquers,2,positive
"The table service could have been a little more attentive but as someone who also works in the service industry , I understood they were busy .",service,1,neutral
"It 's not mind-blowing , but to me , thai food never is and never will be .",", thai food",1,neutral
"Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .",Food,2,positive
"Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .",pork belly,0,negative
"Food was very good as well , considering that we tried the budget selection ( though I wish the pork belly that I ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .",fat,0,negative
"i 've been to sapphire twice and both times the food was fine , if not good .",food,2,positive
It is kinda nosiy and the tables are close together but it 's still a beautiful place to enjoy a nice dinner .,tables,0,negative
It is kinda nosiy and the tables are close together but it 's still a beautiful place to enjoy a nice dinner .,dinner,2,positive
It is kinda nosiy and the tables are close together but it 's still a beautiful place to enjoy a nice dinner .,place,2,positive
I love the fact that the pizza tastes so good and is so cheap .,pizza,2,positive
Nicky the Nose at the bar is a treat .,bar,1,neutral
"Service was prompt , friendly and great .",Service,2,positive
"I have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgnin olive oil .",lamb chop,2,positive
"I have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgnin olive oil .",salads,2,positive
"I have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgnin olive oil .",lemon,2,positive
"I have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgnin olive oil .",extra virgnin olive oil,2,positive
The sushi was awful !,sushi,0,negative
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here .,meal,2,positive
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here .,dishes,2,positive
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .",Pastrami sandwich,2,positive
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .",beer,2,positive
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .",pickles,2,positive
The plain pizza was soggy and the creative wild mushroom ( third generation-Fornini ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothingon the rest .,plain pizza,0,negative
The plain pizza was soggy and the creative wild mushroom ( third generation-Fornini ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothingon the rest .,truffle oil,1,neutral
The plain pizza was soggy and the creative wild mushroom ( third generation-Fornini ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothingon the rest .,wild mushroom ( third generation-Fornini ) pizza,2,positive
"Late nite omelletes are not good here , there is no variety !",omelletes,0,negative
"After all that , they complained to me about the small tip .",tip,0,negative
It 's a great place to pick up a cheap lunch or dinner .,lunch,2,positive
It 's a great place to pick up a cheap lunch or dinner .,dinner,2,positive
"Behind this counter , two men are squeezed in .",counter,0,negative
"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .",fish,2,positive
"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .",service,2,positive
"Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .",Sushi fix,2,positive
"Our waitress was sweet and accomodating , not overbearing .",waitress,2,positive
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,reservation sigh,1,neutral
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,table,0,negative
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there .,food,0,negative
"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",menu,0,negative
"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",food art,2,positive
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,outdoor atmosphere,2,positive
"A large is $ 20 , and toppings are about $ 3 each .",toppings,1,neutral
brick oven gallery is My pick for best pizza restaurant anywhere .,pizza,2,positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,service,2,positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,food,2,positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,price,2,positive
"For many people , this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic .",Thai food,0,negative
"Growing up in NY , I have eaten my share of bagels .",bagels,1,neutral
"Oh , do n't even let me start with how expensive the bills were !",bills,0,negative
The scallion pancakes and fried dumplings were nothing out of the ordinary .,scallion pancakes,1,neutral
The scallion pancakes and fried dumplings were nothing out of the ordinary .,fried dumplings,1,neutral
"All the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious !!!",appetizers,2,positive
"All the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious !!!",salads,2,positive
"All the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious !!!",steak,2,positive
"All the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious !!!",pasta,2,positive
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $ 45 more than we should have been on our bill .",table,0,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $ 45 more than we should have been on our bill .",served,0,negative
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $ 45 more than we should have been on our bill .",dishes,0,negative
