sentence,aspect,label_id,label,prediction,zeropred
"The food was delicious ( I had a halibut special , my husband had steak ) , and the service was top-notch .",halibut special,2,positive,positive,positive
This is the pinnacle of Indian Fast Food ( all fast foods in my opinion ) .,Indian Fast Food,2,positive,positive,neutral
"Although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",candle-light,2,positive,positive,negative
"If you 're looking for a place to sit down , have a drink and conversations with friends , go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls ( hot ) .",tea with tapioca pearls ( hot,2,positive,positive,neutral
"Decor is nice and minimalist , food simple yet very well presented and cooked , and the wine list matches the food very well .",", food",2,positive,positive,neutral
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them .,seafood,2,positive,positive,positive
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .",vibe,2,positive,positive,neutral
"Spice is great Thai food , love the inexpensive appetizers .",Thai food,2,positive,positive,neutral
The jukebox plays everything from Italian Opera to The Strokes .,jukebox,2,positive,positive,negative
"A cool bar with great food , and tons of excellent beer .",food,2,positive,positive,negative
"I have been there many times , and food is good and consistent .",food,2,positive,positive,positive
"Save your money and do n't waste your calories , go to Margharita 's on Washington Street instead , they have amazing food and the BEST service .",food,2,positive,positive,positive
"Do n't go alone -- even two people is n't enough for the whole experience , with pickles and a selection of meats and seafoods .",selection of meats and seafoods,2,positive,positive,negative
"The corned beef and pastrami are excellent , much less fatty than those big tourist places around Times Square .",corned beef,2,positive,positive,positive
"Service was devine , oysters where a sensual as they come , and the price ca n't be beat !!!",Service,2,positive,positive,positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,service,2,positive,positive,neutral
"Aside from the rushed service , we were very impressed with the food and the drinks .",food,2,positive,positive,negative
We walked in on a Wednesday night and were seated promptly .,seated,2,positive,positive,negative
The place is a BISTRO which means : simple dishes and wine served efficiently in a bustling atmosphere .,dishes,2,positive,neutral,positive
"His wife Tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .",atmosphere,2,positive,positive,positive
The service is outstanding and my crab-cake eggs benedict could not have been better .,service,2,positive,positive,positive
We had the pot-stickers which were great and a tempura dish that was great .,pot-stickers,2,positive,positive,neutral
It 's a great place to pick up a cheap lunch or dinner .,dinner,2,positive,neutral,positive
"My husband said the portions were very small , but if my main course was good to eat the portion would 've been fine for me .",portion,2,positive,negative,neutral
I 've never had bad service and the fish is fresh and delicious .,service,2,positive,positive,neutral
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef ( usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt ) .,fish,2,positive,positive,positive
"Everything is always cooked to perfection , the service is excellent , the decor cool and understated .",decor,2,positive,positive,positive
The only thing the waiters do n't do for you is wipe your chin when you leave .,waiters,2,positive,neutral,neutral
"Nice ambiance , nice little bar , good bartender , Francois , and good service .",ambiance,2,positive,positive,positive
"It 's really also the service , is good and the waiters are friendly .",waiters,2,positive,positive,negative
"my picks : Guizhou chicken , fish with hot bean source , fish fillet in spicy source ( special menu ) .",", fish fillet in spicy source",2,positive,positive,negative
I 've been coming here as a child and always come back for the taste .,taste,2,positive,positive,neutral
I am happy i did the food was awsome .,food,2,positive,positive,positive
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I ca n't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing .,delicate butternut squash ravioli in a delicious truffle sauce,2,positive,positive,neutral
"However , go for the ambience , and consider the food just a companion for a trip across the world !",ambience,2,positive,neutral,positive
The Prix Fixe menu is worth every penny and you get more than enough ( both in quantity AND quality ) .,Prix Fixe menu,2,positive,positive,positive
"The food is consistently wonderful - I 've been coming here for years , and the owner has always been accomodating and friendly .",owner,2,positive,positive,negative
"night without a reservation , we had to wait at the bar for a little while , but the manager was so nice and made our wait a great experience .",wait,2,positive,positive,positive
