sentence,aspect,label_id,label,prediction,zeropred
"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or do n't want to bother them with bright lighting , it is very convenient to have a darker , softer lit screen .",screen,2,positive,positive,neutral
The built in camera is very useful when chatting with other techs in remote buildings on our campus .,built in camera,2,positive,positive,negative
lots of preloaded software .,preloaded software,2,positive,neutral,neutral
( No problem with the ordering or shipping by the way .,shipping,2,positive,neutral,negative
"Crisp screen , great battery life , and plenty of storage .",storage,2,positive,positive,neutral
It is extremely portable and easily connects to WIFI at the library and elsewhere .,connects to WIFI,2,positive,positive,positive
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC .,iLife,2,positive,positive,neutral
The battery is really long .,battery,2,positive,positive,negative
OS X is solid with lots of innovations such as quicklook which save heaps of time .,OS X,2,positive,positive,neutral
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",battery life,2,positive,positive,neutral
I love the glass touchpad .,glass touchpad,2,positive,positive,positive
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past .,keyboard,2,positive,positive,neutral
The Material this Pro is made out of seems a lot nicer than any PC Specs : Like I said this performs a lot better than any computer I 've had in the past .,performs,2,positive,positive,neutral
The resolution on the screen is almost pure HD .,resolution on the screen,2,positive,positive,negative
"This purchase opened me to the world of Macbooks , and I am impressed with the intuition of the design , the beauty of the product , and the excellent technological advances associated with it .",beauty,2,positive,positive,negative
There is no need to open a program first and the cliick open or import .,program,2,positive,neutral,positive
I believe that the quality of a mac is worth the price .,price,2,positive,positive,positive
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door .,performance,2,positive,positive,negative
I especially like the keyboard which has chiclet type keys .,keys,2,positive,positive,positive
The graphics are stunning .,graphics,2,positive,positive,positive
The keyboard has a wonderful nature feel .,keyboard,2,positive,positive,neutral
Right size and weight for portability .,portability,2,positive,positive,negative
Wonderful zooming .,zooming,2,positive,positive,negative
I bought a protector for my key pad and it works great : ),key pad,2,positive,positive,positive
Quality Display I was surprised with the performance and quality of this HP Laptop .,performance,2,positive,positive,positive
"Not only are the versions of these programs able to be saved , worked on and opened on both a PC and Mac , the versions of these programs on a Mac are graphically and functionally superior .",programs,2,positive,positive,positive
"this computer will last you at least 7 years , thats an amazing life spanned an electronic .",life,2,positive,positive,neutral
For me I was lucky and a local store was selling them for $ 2000 off and Best Buy matched their price so I was able to buy one for under $ 1000,price,2,positive,positive,positive
"I connect a LaCie 2Big external drive via the firewire 800 interface , which is useful for Time Machine .",firewire 800 interface,2,positive,positive,neutral
I was a little weary at purchasing another 13 '' macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around .,graphics cards,2,positive,positive,neutral
Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5 's .,Vista Business,2,positive,positive,positive
The pictures are clear as can be .,pictures,2,positive,positive,positive
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",software packages,2,positive,positive,neutral
"Have not yet needed any customer support with this yet so to me that is a great thing , which is leaps and bounds ahead of PC in my opinion .",customer support,2,positive,positive,positive
I love the operating system and the preloaded software .,preloaded software,2,positive,positive,negative
"It 's fast , it 's easy easy easy to set up , easy to hook to my wireless network .",hook to my wireless network,2,positive,positive,negative
"Compared to similarly spec 'd PCs , this machine is good value , well built and works easily right out of the box .",built,2,positive,positive,neutral
"Seems to slow down occassionally but can run many applications ( ie Internet tabs , programs , etc ) simultaneously .",applications,2,positive,neutral,positive
"It has far exceeded my expectations for power , storage , and abilitiy .",power,2,positive,positive,neutral
"The feel of this is better than the Toshiba , too .",feel,2,positive,positive,positive
"Great battery , speed , display .",battery,2,positive,positive,positive
"Quality Display I love HP , , it 's the only computer/printer we will buy .",Quality Display,2,positive,positive,negative
Comes with iMovie ;,iMovie,2,positive,positive,positive
Keyboard is great but primary and secondary control buttons could be more durable .,Keyboard,2,positive,neutral,positive
