sentence,aspect,label_id,label
Theres a built in camera with special effects - for video and photography .,built in camera,2,positive
All for such a great price .,price,2,positive
"Long story short , since I experience so many problems with my laptop every since I bought it from day one , I did n't ask for a new laptop or a refund of what I pay for a crapy laptop , but just an extension of my laptop warranty for another year , they made a big deal of out that and after so many calls and complaints about their products and services , they finally gave in .",warranty,1,neutral
Another thing is that after only a month the left mouse key broke and it costed $ 175 to send it in to fix it .,left mouse key,0,negative
Another thing is that after only a month the left mouse key broke and it costed $ 175 to send it in to fix it .,costed,1,neutral
It has good speed and plenty of hard drive space .,speed,2,positive
It has good speed and plenty of hard drive space .,hard drive space,2,positive
Clear picture on it and everything .,picture,2,positive
"They said that my computer was covered on an extended warranty , and that products with extended warranties are taken care of through third parties and not Sony itself anymore .",extended warranty,1,neutral
"They said that my computer was covered on an extended warranty , and that products with extended warranties are taken care of through third parties and not Sony itself anymore .",extended warranties,1,neutral
Very long-life battery ( up to 10-11 hours depending on how you configure power level settings ) .,battery,2,positive
"Screen is awesome , battery life is good .",Screen,2,positive
"Screen is awesome , battery life is good .",", battery life",2,positive
The black model also has a very nice seamless appearance - one of the better looking notebooks I 've seen .,appearance,2,positive
The technical service for dell is so 3rd world it might as well not even bother .,technical service for dell,0,negative
The graphics were awful and the warranty is n't even worth the cheap payment on the computer .,graphics,0,negative
The graphics were awful and the warranty is n't even worth the cheap payment on the computer .,warranty,0,negative
"They gave me a hard time yet again , but their was a malfunction in the battery itself , it did n't die .",battery,0,negative
"If you do n't feel comfortable doing it yourself , just buy the case and be happy , plus it looks nice , I bought the white one from Best Buy .",case,2,positive
"you can find many laptops with the same performance and even better with lower price , but you can not find the look , easy , applications , and the experience in mac .",performance,1,neutral
"you can find many laptops with the same performance and even better with lower price , but you can not find the look , easy , applications , and the experience in mac .",price,2,positive
"you can find many laptops with the same performance and even better with lower price , but you can not find the look , easy , applications , and the experience in mac .",look,2,positive
"you can find many laptops with the same performance and even better with lower price , but you can not find the look , easy , applications , and the experience in mac .",", applications",2,positive
Excellent speed for processing data .,speed,2,positive
When you call tech support you were routed to someone who was in another country and did not know what they were doing .,tech support,0,negative
"It has come into good use for my finances , scheduling , my parents business expenses , and it is definitely amazing for gaming .",gaming,2,positive
"It has come into good use for my finances , scheduling , my parents business expenses , and it is definitely amazing for gaming .",use,2,positive
I was taught to use Photoshop and was amazed .,Photoshop,2,positive
4gb of ram ...,ram,1,neutral
Somehow the system clock got messed up after reboot .,system clock,0,negative
"the only problem is that i had to add 1 gb RAM , the computer was kinda slow .",RAM,0,negative
"The driver updates do n't fix the issue , very frustrating .",driver updates,0,negative
I will never go back to Windows !,Windows,0,negative
It doesnt work worth a damn .,work,0,negative
It works really well .,works,2,positive
"Bigger HD , better graphics card , and a bid HD .",HD,2,positive
"Bigger HD , better graphics card , and a bid HD .",HD,2,positive
"Bigger HD , better graphics card , and a bid HD .",graphics card,2,positive
The built in camera is very useful when chatting with other techs in remote buildings on our campus .,built in camera,2,positive
"Mine came at $ 1,700 w/o a DVD burner ( ! ) .",DVD burner,0,negative
The DVD burner broke after burning 3 DVD 'd during that time !,DVD burner,0,negative
It works fine with our wireless and they 've had not problems .,works,2,positive
But you must get the 15 inch .,15 inch,2,positive
Product support very poor as each phone call costs me long distan,Product support,0,negative
"Overall the computer is very easy to use , the screen is perfect , great computer , my daughter loves .",screen,2,positive
"Overall the computer is very easy to use , the screen is perfect , great computer , my daughter loves .",use,2,positive
The casing of the power cord fried and shocked my husband when he pulled it out of the socket .,casing of the power cord,0,negative
It does not keep internet signals no matter where you bring it .,internet signals,0,negative
It 's a great product for a great price !,price,2,positive
"Again , the same problem , the right speaker did not work .",right speaker,0,negative
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates .,software,2,positive
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates .,updates,2,positive
and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen ) are great for those who are working non stop or just shopping online .,multiple page viewer,2,positive
This was the 3rd day and part still had not been shipped .,shipped,0,negative
Keyboard good sized and wasy to use .,Keyboard,2,positive
Keyboard good sized and wasy to use .,use,2,positive
HP said it was out of warranty .,warranty,1,neutral
"I never had this kind of quality issue with Dell ( not to say Dell is that great ) , not with a brand new laptop .",quality,0,negative
wonderful features .,features,2,positive
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all .,recovery disk,0,negative
Im glad that it has such great features in it .,features,2,positive
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well .,programs,2,positive
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well .,Office,0,negative
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well .,Office programs,1,neutral
Great wifi too .,wifi,2,positive
"WHEN TYPING , LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES .",TYPING,0,negative
"Only a few days after I received the computer back , the screen froze again .",screen,0,negative
It is not ideal for children because of the temp .,temp,0,negative
Although i do believe that Windows operating system may be to fault for some of the problems .,Windows operating system,0,negative
"Great OS , fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port .",OS,2,positive
"Great OS , fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port .",processor speed,2,positive
"Great OS , fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port .",thunderbolt port,2,positive
The lcd screen stopped working on mine after 10 months .,lcd screen,0,negative
Images are crisp and clean .,Images,2,positive
although its windows vista compared to windows xp sucks .,windows vista,0,negative
although its windows vista compared to windows xp sucks .,windows xp,2,positive
"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",Vista,0,negative
"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",Adobe Flash player,0,negative
"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",", Internet Explore",0,negative
"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",Windows update,0,negative
"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",update,0,negative
with the switch being at the top you need to memorize the key combination rather than just flicking a switch .,switch,0,negative
with the switch being at the top you need to memorize the key combination rather than just flicking a switch .,switch,0,negative
"One more tip , please purchase this model and get a 4 GB stick of RAM to save you $ 10",4 GB stick of RAM,2,positive
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,hardrive,0,negative
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,touch control buttons,0,negative
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,keyboard,0,negative
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance .,performance,2,positive
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",iLife software,2,positive
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",( iPhoto,2,positive
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",", iMovie",2,positive
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",", iWeb",2,positive
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",", iTunes",2,positive
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",", GarageBand",2,positive
"The computer runs very fast with no problems and the iLife software that comes with it ( iPhoto , iMovie , iWeb , iTunes , GarageBand ) is all very helpful as well .",runs,2,positive
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again .,system board,0,negative
"Until I bought the Dell , I thought you just looked for what you wanted ( size , software , options , hardware ) and purchase the best deal you could find .",( size,1,neutral
"Until I bought the Dell , I thought you just looked for what you wanted ( size , software , options , hardware ) and purchase the best deal you could find .",", software",1,neutral
"Until I bought the Dell , I thought you just looked for what you wanted ( size , software , options , hardware ) and purchase the best deal you could find .",", hardware",1,neutral
"It has plenty of memory , lots of hard drive , and great graphics .",memory,2,positive
"It has plenty of memory , lots of hard drive , and great graphics .",hard drive,2,positive
"It has plenty of memory , lots of hard drive , and great graphics .",graphics,2,positive
It did n't take me long to get switched over to the Mac computer programs and navigation - it 's been just fine and like the way this laptop functions much better .,programs,2,positive
It did n't take me long to get switched over to the Mac computer programs and navigation - it 's been just fine and like the way this laptop functions much better .,navigation,2,positive
"However , my girlfriend realized that the netbook 's hinge is a bit loose ( when you open or close the LCD ) .",hinge,0,negative
"However , my girlfriend realized that the netbook 's hinge is a bit loose ( when you open or close the LCD ) .",LCD,1,neutral
My problem was with DELL Customer Service .,DELL Customer Service,0,negative
"Newegg 's RMA service was great as always , I contacted them late Friday night , and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday .",RMA service,2,positive
Design : very durable .,Design,2,positive
It is easy to go from one keyboard to another .,keyboard,1,neutral
Has a 5-6 hour battery life .,battery life,1,neutral
My ONLY issues are : 1 ) the screen/video resolution wo n't increase to a higher resolution then 1024 x 60,screen/video resolution,0,negative
My ONLY issues are : 1 ) the screen/video resolution wo n't increase to a higher resolution then 1024 x 60,resolution,0,negative
"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",applications,1,neutral
"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",Dreamweaver,1,neutral
"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",", Final Cut Pro 7",1,neutral
"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",", Photoshop",1,neutral
"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",", Safari",1,neutral
"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",", Firefox",1,neutral
"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",", MSN Messenger",1,neutral
"I was told by many that it was a great computer , but we got one of these , and it worked great for one year , and as soon as the warrenty was up , then it got really bad .",warrenty,0,negative
Ive had to call tech support many times .,tech support,1,neutral
Not to mention it has shit gigs .,gigs,0,negative
"I paid for extra memory and the 17-inch screen , as well as the top of the line DVD and CD burners .",memory,1,neutral
"I paid for extra memory and the 17-inch screen , as well as the top of the line DVD and CD burners .",17-inch screen,1,neutral
"I paid for extra memory and the 17-inch screen , as well as the top of the line DVD and CD burners .",DVD,2,positive
"I paid for extra memory and the 17-inch screen , as well as the top of the line DVD and CD burners .",CD burners,2,positive
"Its pretty fast and does not have hiccups while I am using it for web browsing , uploading photos , watching movies ( 720p ) on occasion and creating presentations .",web browsing,2,positive
"Its pretty fast and does not have hiccups while I am using it for web browsing , uploading photos , watching movies ( 720p ) on occasion and creating presentations .",", uploading photos",2,positive
"Its pretty fast and does not have hiccups while I am using it for web browsing , uploading photos , watching movies ( 720p ) on occasion and creating presentations .",", watching movies",2,positive
"Its pretty fast and does not have hiccups while I am using it for web browsing , uploading photos , watching movies ( 720p ) on occasion and creating presentations .",creating presentations,2,positive
"Quality Display I love HP , , it 's the only computer/printer we will buy .",Quality Display,2,positive
"Despite the inconvenient weight , I opted for the 12 cell battery .",12 cell battery,2,positive
The case is carved out of a single block of aluminum .,case,1,neutral
First it burned or fused the power adapter plug .,power adapter plug,0,negative
"the features are great , the only thing it needs is better speakers .",features,2,positive
"the features are great , the only thing it needs is better speakers .",speakers,0,negative
"It was still working , but there was nothing on the screen .",screen,0,negative
I bought this laptop and found its TAB is not functioning .,TAB,0,negative
Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it .,extended warrenty,0,negative
"- Called headquarters again , they report that TFT panel is broken , should be fixed by the end of the week ( week 3 ) .",TFT panel,0,negative
"Navigation through the computer is far superior compared to Windows operating systems , as well .",Navigation,2,positive
"Navigation through the computer is far superior compared to Windows operating systems , as well .",Windows operating systems,0,negative
"The screen is framed by half - to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",screen,0,negative
"The screen is framed by half - to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",screen size,0,negative
"The screen is framed by half - to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",bulk,0,negative
"Though the picture , video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .",music software,0,negative
"Though the picture , video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .",software,2,positive
"Though the picture , video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .",picture,0,negative
"Though the picture , video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers .",", video",0,negative
The much lauded combined touch pad and clicker is a nightmare .,combined touch pad and clicker,0,negative
"The Unibody construction is solid , sleek and beautiful .",Unibody construction,2,positive
This MacBook is an outstanding product with great value .,value,2,positive
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges .,Windows,0,negative
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges .,screen hinges,0,negative
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE .,BATTERY,0,negative
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE .,SERVICE,0,negative
and plenty of storage with 250 gb ( though I will upgrade this and the ram . . ),storage,2,positive
and plenty of storage with 250 gb ( though I will upgrade this and the ram . . ),ram,1,neutral
"No temporary replacement , they are out of replacements because `` many computers had problems with the Nvidia chipset '' - Inquired status of repair .",Nvidia chipset,0,negative
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty .,extended warranty,1,neutral
"Programs would crash all the time , and it turned out to be a very unstable , unreliable laptop for me .",Programs,0,negative
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSE N'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,CHARGE TIME,0,negative
"Also , because of the size and consistancy of the laptop computer , some websites would n't even attempt to work on the computer because of browser problems .",size,0,negative
"Also , because of the size and consistancy of the laptop computer , some websites would n't even attempt to work on the computer because of browser problems .",consistancy,0,negative
"the key bindings take a little getting used to , but have loved the Macbook Pro .",key bindings,0,negative
Keyboard is reasonable size .,Keyboard,2,positive
Keyboard is reasonable size .,size,2,positive
I find myself using the 10-key more than I thought I would .,10-key,2,positive
Fan noise : The fan made a constant hissing noise in the background .,Fan,0,negative
Fan noise : The fan made a constant hissing noise in the background .,fan,0,negative
"The screen is bright and clear , the operating system is solid and friendly to a novice .",screen,2,positive
"The screen is bright and clear , the operating system is solid and friendly to a novice .",operating system,2,positive
It has a .1 ghz faster processor and a stock 500gb hard drive .,processor,2,positive
It has a .1 ghz faster processor and a stock 500gb hard drive .,500gb hard drive,2,positive
The feature are good enough for what I need .,feature,2,positive
"Finally , the biggest problem has been tech support .",tech support,0,negative
"'' This is n't a big deal , I have n't noticed the issue with DVDs or other media , only through USB output .",USB output,0,negative
With Windows laptops a wireless mouse is an absolute must .,wireless mouse,1,neutral
But if you 're willing to pay another 200 dollar for a windows disc .,windows disc,1,neutral
Very good quality and well made .,quality,2,positive
"I bought a Logitech desktop set in anticipation for using with the MBP , but I use the touchpad 90 % of the time .",touchpad,2,positive
my niece and nephew have played a few web games and it runs anything that does n't require a dedicated video card .,video card,1,neutral
It had the full sized touch pad with 2 buttons instead of just one .,touch pad,1,neutral
"Typically , when I purchase a new laptop I always end up using an external mouse for convenience .",external mouse,1,neutral
It was super easy to set up and Is really easy to get used to .,set up,2,positive
"The only thing that can be updated is the video , other than that you 're all set .",video,0,negative
Its a good laptop for its value .,value,2,positive
Then the hard drive failed ;,hard drive,0,negative
"Plain and simple , it ( laptop ) runs great and loads fast .",) runs,2,positive
"Plain and simple , it ( laptop ) runs great and loads fast .",loads,2,positive
of course my warranty runs out next month .,warranty,1,neutral
The capabilities using that program alone made me want a Mac .,program,2,positive
"( If you ever see the spinning beachball come up when you think it should n't , check the `` Activity Monitor '' app to see if the disk throughput has temporarily dropped to zero .",disk throughput,1,neutral
"( If you ever see the spinning beachball come up when you think it should n't , check the `` Activity Monitor '' app to see if the disk throughput has temporarily dropped to zero .",spinning beachball,0,negative
"I have found also , it is very easy to be able to access wireless internet access ;",wireless internet access,2,positive
This is a great value for the money .,value,2,positive
"It was a great laptop , ran great and was really fast .",", ran",2,positive
The battery has never worked well .,battery,0,negative
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company .,company,0,negative
The only problem is a lack of screen resolutions !,screen resolutions,0,negative
"Small enough to use on a long flight , Light enough to carry through airports and powerful enough to replace my desktop while on long business trips .",carry,2,positive
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on .,keyboard,0,negative
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on .,edges,0,negative
"It has many great programs , such as ILife , iPhotos and others .",programs,2,positive
"It has many great programs , such as ILife , iPhotos and others .",ILife,2,positive
"It has many great programs , such as ILife , iPhotos and others .",", iPhotos",2,positive
"The processor went on me , the fan went and the motherboard went .",processor,0,negative
"The processor went on me , the fan went and the motherboard went .",fan,0,negative
"The processor went on me , the fan went and the motherboard went .",motherboard,0,negative
It is very well built .,built,2,positive
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door .,performance,2,positive
The screen resolution was exactly what I was looking for .,screen resolution,2,positive
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",Snow Leopard,2,positive
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",CPU,0,negative
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",Office Mac applications,0,negative
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",Word,0,negative
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",Excel,0,negative
"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",spinning wheel,0,negative
There is no number pad to the right of the keyboard which is a bummer .,pad,0,negative
There is no number pad to the right of the keyboard which is a bummer .,keyboard,0,negative
After 20-30 min the screen of the notebook switched off .,screen,0,negative
"If upgrade is possible to the full Windows 7 , then I will truly be a very happy geek .",Windows 7,2,positive
"I was originally concerned that I could n't view work I had done in college on my Mac because of the PC formatting , but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs .",programs,2,positive
"I was originally concerned that I could n't view work I had done in college on my Mac because of the PC formatting , but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs .",iLife,2,positive
"I was originally concerned that I could n't view work I had done in college on my Mac because of the PC formatting , but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs .",iWork,2,positive
10 hours of battery life is really something else ...,battery life,2,positive
Runs fast and the regular layout keyboard is so much better .,regular layout keyboard,2,positive
Runs fast and the regular layout keyboard is so much better .,Runs,2,positive
"All the programs are easy and straight forward on my MacBook Pro , it is clean and organized , which I always strive to be myself .",programs,2,positive
I reinstalled windows through the recovery discs and everything seemed good again .,windows,2,positive
I reinstalled windows through the recovery discs and everything seemed good again .,recovery discs,2,positive
"Windows 7 Starter is terrific ( no you ca n't change the background ) but I do n't need to , I use it just for school work .",Windows 7 Starter,2,positive
Support has been lackluster and now I just want a refund .,Support,0,negative
"First of all , they had no record of me having the 3 year warranty I 'd paid almost $ 400 for , and I had to call in , spend hours on their online chat service , and fax in multiple documents .",warranty,0,negative
"First of all , they had no record of me having the 3 year warranty I 'd paid almost $ 400 for , and I had to call in , spend hours on their online chat service , and fax in multiple documents .",online chat service,0,negative
'' > iPhoto is probably the best program I have ever worked with : easy and convenient .,'' > iPhoto,2,positive
I love to write and play with graphics and html programming and my new Toshiba works great on both !,works,2,positive
My laptop now has no battery .,battery,0,negative
It made the computer much easier to use and navigate .,use,2,positive
It made the computer much easier to use and navigate .,navigate,2,positive
": - ) If you buy this - do n't go into it expecting 7 hrs of battery life , and you 'll be perfectly satisfied .",battery life,0,negative
"Needs longer lasting battery , More than 1 to 2 Hrs .",battery,0,negative
in May I started having problems with the USB ports not working .,USB ports,0,negative
10 plus hours of battery ...,battery,2,positive
"The design is awesome , quality is unprecedented .",design,2,positive
"The design is awesome , quality is unprecedented .",", quality",2,positive
The Mac version of Microsoft Office is cheaper than buying the actual and works just as well .,Mac version of Microsoft Office,2,positive
"The Mac takes about the same amount of starting-up time as the average PC , but keeps itself cleaned up and ready to use .",starting-up time,2,positive
The Toshiba Net book operates very well .,operates,2,positive
"the touch pad is fine - again , it 's a real touch pad .",touch pad,2,positive
"the touch pad is fine - again , it 's a real touch pad .",touch pad,2,positive
The pictures are clear as can be .,pictures,2,positive
"It is also very lightweight , making transporting this computer very easy .",transporting,2,positive
It 's wonderful for computer gaming .,gaming,2,positive
You have to toss out the wifi card and replace it just to have any sort of network capability .,network capability,0,negative
You have to toss out the wifi card and replace it just to have any sort of network capability .,wifi card,0,negative
"AND the best part is that it even comes with a free printer ( when they have a certain promotion/offer going , of course ) !",printer,2,positive
it is very easy for anyone to use an apple and specially the mcbook pro notebook .,use,2,positive
"The flaws are , this computer is not for computer gamers because of the OS X.",OS X.,0,negative
They really do have the worlds very worst repair service .,repair service,0,negative
They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states .,customer service agents,0,negative
I was also able to install and use my Photoshop and AfterEffects programs easily .,Photoshop,2,positive
I was also able to install and use my Photoshop and AfterEffects programs easily .,AfterEffects programs,2,positive
It 's perfect for everything and runs faster than an average pc !,runs,2,positive
Then after paying for it to be examined I was told it was same problem cited on website but I 'd have to pay anyways since it was past warrenty .,warrenty,0,negative
I 'm already hooked on the sleek look and dependability that this laptop has shown .,look,2,positive
I 'm already hooked on the sleek look and dependability that this laptop has shown .,dependability,2,positive
And having to deal with the company has been a even worse nightmare .,company,0,negative
I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I do n't run accross a situation like this again !,warranty,1,neutral
It has all the features that are necessary for college and if not they are able to be added onto the computer .,features,2,positive
"I 've owned this labtop for less then two months , already the mouse button has broke .",mouse button,0,negative
"It did fairly well , other than it 's poor performance , overheating and occational blue screen .",performance,0,negative
"The touchpad is very intuitive , so much so that I never want to use buttons to click again !",touchpad,2,positive
"The touchpad is very intuitive , so much so that I never want to use buttons to click again !",buttons,1,neutral
tons of bloatware and junk programs .,programs,0,negative
lots of extra space but the keyboard is ridiculously small .,space,2,positive
lots of extra space but the keyboard is ridiculously small .,keyboard,0,negative
It 's so bad that I 'm thinking I only got half a battery or something .,battery,0,negative
"Good keyboard , long battery life , largest hard drive and windows 7 .",keyboard,2,positive
"Good keyboard , long battery life , largest hard drive and windows 7 .",battery life,2,positive
"Good keyboard , long battery life , largest hard drive and windows 7 .",hard drive,2,positive
"Good keyboard , long battery life , largest hard drive and windows 7 .",windows 7,2,positive
The processor is very quick and effective as I load webpages and applications .,processor,2,positive
The processor is very quick and effective as I load webpages and applications .,applications,1,neutral
The processor is very quick and effective as I load webpages and applications .,load,2,positive
The processor is very quick and effective as I load webpages and applications .,webpages,1,neutral
My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars !,battery,0,negative
"It pretty much does everything we could ever need , and looks great to boot .",boot,2,positive
"As a lifelong Windows user , I was extremely pleased to make the change to Mac .",Windows,0,negative
"The Macbook is also made better , my computer has never got a virus , and the laptop runs just as fast as the first day I bought it .",runs,2,positive
"I wiped nearly everything off of it , installed OpenOffice and Firefox , and I am operating an incredibly efficient and useful machine for a great price .",OpenOffice,1,neutral
"I wiped nearly everything off of it , installed OpenOffice and Firefox , and I am operating an incredibly efficient and useful machine for a great price .",Firefox,1,neutral
"I wiped nearly everything off of it , installed OpenOffice and Firefox , and I am operating an incredibly efficient and useful machine for a great price .",price,2,positive
"Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .",quality,0,negative
"Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .",performance,0,negative
"Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .",battery life,2,positive
"I picked it out because it was inexpensive ( $ 400 ) and I thought it would be a good , easy to use first laptop .",use,2,positive
MY ONLY PROBLEM IS I CAN NOT REG . THE PRODUCT KEY .,PRODUCT KEY,0,negative
Pay attention to the specs if you want these options .,specs,1,neutral
It also does not have bluetooth .,bluetooth,0,negative
Sure it has the one touch keys but that was the best feature of the computer .,one touch keys,2,positive
great battery life .,battery life,2,positive
The real stand out on this computer is the feel of the keyboard and it 's speed .,keyboard,2,positive
The real stand out on this computer is the feel of the keyboard and it 's speed .,speed,2,positive
"At first , the computer seemed a great deal -- seemingly high-end specs for a low , low price .",specs,2,positive
"At first , the computer seemed a great deal -- seemingly high-end specs for a low , low price .",price,2,positive
Delivery was early too .,Delivery,2,positive
Love the stability of the Mac software and operating system .,stability,2,positive
Love the stability of the Mac software and operating system .,Mac software,2,positive
Love the stability of the Mac software and operating system .,operating system,2,positive
And that probably explains why I 've already had my SATA controller go bad within a year of buying it .,SATA controller,0,negative
It 's also very capable of doing moderate video editing ( although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing ) .,video editing,2,positive
It 's also very capable of doing moderate video editing ( although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing ) .,performance,0,negative
It 's also very capable of doing moderate video editing ( although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing ) .,mobile video editing,1,neutral
My main reason to convert was the imovie program .,imovie program,2,positive
It has a faster processor and more ram .,processor,2,positive
It has a faster processor and more ram .,ram,2,positive
"Laptops are usually used on the go , so why not give you a better battery ?",battery,0,negative
I was n't a big fan of the Netbooks but this one was very well designed .,designed,2,positive
And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles .,warranty,2,positive
I still have that stupid bluetooth mouse to !,bluetooth mouse,0,negative
