text1,text2,label_id,label,sentence,prediction
"At a 1972 rally in Laurel, Md., he was shot by a deranged man and paralyzed from the waist down--one campaign scene we see in detail.",In 1972 he was shot by a deranged man that caused him paralyzation.,0,entailment,"At a 1972 rally in Laurel, Md., he was shot by a deranged man and paralyzed from the waist down--one campaign scene we see in detail. In 1972 he was shot by a deranged man that caused him paralyzation.",entailment
He was up quickly.,He got up rather fast.,0,entailment,He was up quickly. He got up rather fast.,entailment
"And little Benny went from model ships to model planes (but he didn't want a red Curtiss this time), and finally to Blaster Blocks and Galactic Wars.",Benny went from model ships to Galatic Wars.,0,entailment,"And little Benny went from model ships to model planes (but he didn't want a red Curtiss this time), and finally to Blaster Blocks and Galactic Wars. Benny went from model ships to Galatic Wars.",entailment
uh-huh you attend a lot of their games,You attend a lot of games.,0,entailment,uh-huh you attend a lot of their games You attend a lot of games.,contradiction
"10For a discussion of environmental monitoring as a critical aspect of strategic thinking, see Henry Mintzberg, The Fall and Rise of Strategic Planning (New  Free Press and Prentice Hall International, 1994).",Mintzburg wrote about strategic thinking.,0,entailment,"10For a discussion of environmental monitoring as a critical aspect of strategic thinking, see Henry Mintzberg, The Fall and Rise of Strategic Planning (New  Free Press and Prentice Hall International, 1994). Mintzburg wrote about strategic thinking.",entailment
Practice 4,This is the fourth practice,0,entailment,Practice 4 This is the fourth practice,contradiction
"The Piazza del Duomo forms a harmonious space for the graceful octagonal baptistery, begun in 1196, and the austere nobility of the 12th-century Romanesque cathedral and its 13th-century campanile.",There is a cathedral and a campanile in the Piazza del Duomo.,0,entailment,"The Piazza del Duomo forms a harmonious space for the graceful octagonal baptistery, begun in 1196, and the austere nobility of the 12th-century Romanesque cathedral and its 13th-century campanile. There is a cathedral and a campanile in the Piazza del Duomo.",entailment
you know i know now,"Finally, I know about it.",0,entailment,"you know i know now Finally, I know about it.",entailment
"The long village green is a wonderful place for a stroll, and an even better place to take a break, thanks to number of good pubs.","Thanks to a number of good pubs, the long village green is a wonderufl place for a stroll, and an even better place to take a break.",0,entailment,"The long village green is a wonderful place for a stroll, and an even better place to take a break, thanks to number of good pubs. Thanks to a number of good pubs, the long village green is a wonderufl place for a stroll, and an even better place to take a break.",neutral
They cover a range of good government responsibilities that are fundamental to effectively executing any administration's program agenda.,They cover a great range of government responsibilities that are important to execute any agenda. ,0,entailment,They cover a range of good government responsibilities that are fundamental to effectively executing any administration's program agenda. They cover a great range of government responsibilities that are important to execute any agenda. ,entailment
uh i am on the east side of Richland in fact so Richland's on my west side when i look out my back door to see the sun set i look across the Richland field,I'm on the east side of Richland.,0,entailment,uh i am on the east side of Richland in fact so Richland's on my west side when i look out my back door to see the sun set i look across the Richland field I'm on the east side of Richland.,entailment
Two were most prominent.,There was a pair that stuck out the most.,0,entailment,Two were most prominent. There was a pair that stuck out the most.,entailment
"Few are authentically antique, but they are decorative and excellent for holding all sorts of things even babies.","They are decorative, though few are actually antique.",0,entailment,"Few are authentically antique, but they are decorative and excellent for holding all sorts of things even babies. They are decorative, though few are actually antique.",entailment
yeah well well i uh go to aerobics twice a week which i started a little over a year ago,I started doing aerobics just over a year ago.,0,entailment,yeah well well i uh go to aerobics twice a week which i started a little over a year ago I started doing aerobics just over a year ago.,entailment
"From 1941 to 1944, all of Poland fell under Nazi occupation, and the country became the focus of Hitler's campaign to exterminate all Jews and non-Aryans.",Poland became Hitler's focus for Jew and non-Aryan elimination.,0,entailment,"From 1941 to 1944, all of Poland fell under Nazi occupation, and the country became the focus of Hitler's campaign to exterminate all Jews and non-Aryans. Poland became Hitler's focus for Jew and non-Aryan elimination.",entailment
"When Pooh is on CD-ROM, you know he really has it made.",The CD-ROM is the standard of success.,0,entailment,"When Pooh is on CD-ROM, you know he really has it made. The CD-ROM is the standard of success.",contradiction
Its sultan's family is also the last to be able to trace its ancestry to the 16th-century sultans of Melaka.,Any trace of the 16th-century sultans of Melaka can now only be found in this one remaining family.,0,entailment,Its sultan's family is also the last to be able to trace its ancestry to the 16th-century sultans of Melaka. Any trace of the 16th-century sultans of Melaka can now only be found in this one remaining family.,contradiction
you can go ahead and start if you want uh,You can start if you want to.,0,entailment,you can go ahead and start if you want uh You can start if you want to.,neutral
 There was a slight movement.,There was a tiny movement.,0,entailment, There was a slight movement. There was a tiny movement.,entailment
"In a matter of only a few years, the Moors had conquered almost all of Iberia, except for the small Christian kingdom of Asturias in northern Spain.",Asturias was able to prevent the Moors from conquering them.,0,entailment,"In a matter of only a few years, the Moors had conquered almost all of Iberia, except for the small Christian kingdom of Asturias in northern Spain. Asturias was able to prevent the Moors from conquering them.",contradiction
i was a resident although very young of the state of what is now the state of Alaska in nineteen fifty nine when Alaska stopped being a territory became a state uh so i guess i have a left over positive feeling about the question even though i don't know very much about Puerto Rico um i know that all the things that happened relative to that territory in Alaska have been very positive uh and i kind have a suspicion that that i believe that a that statehood is a good idea whenever you have a territory the size of Puerto Rico one ought either to make it a full-fledged state or or let it go one or the other what is your situation,Alaska stopped being a territory in 1959.,0,entailment,i was a resident although very young of the state of what is now the state of Alaska in nineteen fifty nine when Alaska stopped being a territory became a state uh so i guess i have a left over positive feeling about the question even though i don't know very much about Puerto Rico um i know that all the things that happened relative to that territory in Alaska have been very positive uh and i kind have a suspicion that that i believe that a that statehood is a good idea whenever you have a territory the size of Puerto Rico one ought either to make it a full-fledged state or or let it go one or the other what is your situation Alaska stopped being a territory in 1959.,neutral
They were total strangers and perhaps it must be left that way.,They were strangers and maybe it would stay that way.,0,entailment,They were total strangers and perhaps it must be left that way. They were strangers and maybe it would stay that way.,neutral
oh yeah it's too nice been too nice of a weekend,"Yes, the weekend was really good.",0,entailment,"oh yeah it's too nice been too nice of a weekend Yes, the weekend was really good.",entailment
oh great great that's wonderful yeah,That's good.,0,entailment,oh great great that's wonderful yeah That's good.,entailment
Look out for free concerts in churches.,You can participate at free concerts if you go to the churches.,0,entailment,Look out for free concerts in churches. You can participate at free concerts if you go to the churches.,contradiction
"'Excuse me, sir.","Sorry, sir",0,entailment,"'Excuse me, sir. Sorry, sir",entailment
To think that Red was touching them and trying to feed them.,To imagine that Red was touching them and trying to give them food.,0,entailment,To think that Red was touching them and trying to feed them. To imagine that Red was touching them and trying to give them food.,entailment
"Still, I suppose the girl must have been in the habit of calling her by her full name.",I am assuming that she was used to calling her by her full name.,0,entailment,"Still, I suppose the girl must have been in the habit of calling her by her full name. I am assuming that she was used to calling her by her full name.",neutral
"Other European powers began to put pressure on the defending forces, and British naval power in the area was badly stretched.",Europeans helped the British.,0,entailment,"Other European powers began to put pressure on the defending forces, and British naval power in the area was badly stretched. Europeans helped the British.",contradiction
Other metrics may be chosen as needed.,"Other metrics may be chosen, specifically as needed.",0,entailment,"Other metrics may be chosen as needed. Other metrics may be chosen, specifically as needed.",entailment
not really anything really important in his life,There's nothing in his life he would need to keep.,0,entailment,not really anything really important in his life There's nothing in his life he would need to keep.,contradiction
Lessons learned report or other report by the Contracting Officer describing negotiations and selection activities.,The Contracting Officer releases a report.,0,entailment,Lessons learned report or other report by the Contracting Officer describing negotiations and selection activities. The Contracting Officer releases a report.,entailment
"The story of Martha, a woman from Sierra Leone, was more compelling.",Martha was from Sierra Leone.,0,entailment,"The story of Martha, a woman from Sierra Leone, was more compelling. Martha was from Sierra Leone.",neutral
uh that portraying portraying The Doors appearance on the Ed Sullivan Show,They were portraying The Doors on the Ed Sullivan Show.,0,entailment,uh that portraying portraying The Doors appearance on the Ed Sullivan Show They were portraying The Doors on the Ed Sullivan Show.,contradiction
State planning in Colorado began in 1995 with the formation of the Statewide Legal Services Planning Group.,The Statewide Legal Services Planning Group began in 1995 in Colorado.,0,entailment,State planning in Colorado began in 1995 with the formation of the Statewide Legal Services Planning Group. The Statewide Legal Services Planning Group began in 1995 in Colorado.,entailment
German's football career was short - he admits he was outclassed - but he still has a copy of Devaney's first playbook.,German had a short football career and he admits he was outclassed. ,0,entailment,German's football career was short - he admits he was outclassed - but he still has a copy of Devaney's first playbook. German had a short football career and he admits he was outclassed. ,neutral
"Will demurred when Larry King asked him about the commissioner's job last week, and he gave me spin when I  He still likes writing his column, he says, and it's presumptuous to talk about accepting something that has not been offered.",Will doesn't want to talk about future opportunities until they're certain.,0,entailment,"Will demurred when Larry King asked him about the commissioner's job last week, and he gave me spin when I  He still likes writing his column, he says, and it's presumptuous to talk about accepting something that has not been offered. Will doesn't want to talk about future opportunities until they're certain.",entailment
Is lowering the legal alcohol level worth it?,Is it worth the headaches to lower the legal alcohol limit? ,0,entailment,Is lowering the legal alcohol level worth it? Is it worth the headaches to lower the legal alcohol limit? ,entailment
Julius did not seem to be listening.,Julius seemed to have lost attention.,0,entailment,Julius did not seem to be listening. Julius seemed to have lost attention.,neutral
"The Internet may soon be less of a bargain . It is clogging as more and more Net heads use packet-intensive, real-time applications such as Internet telephony and RealAudio.",Streaming applications are clogging up the internet.,0,entailment,"The Internet may soon be less of a bargain . It is clogging as more and more Net heads use packet-intensive, real-time applications such as Internet telephony and RealAudio. Streaming applications are clogging up the internet.",entailment
But on reflection he dismissed the idea.,He changed his mind after thinking about it again. ,0,entailment,But on reflection he dismissed the idea. He changed his mind after thinking about it again. ,entailment
and if uh if it rains a lot but uh but uh,It might rain a lot.,0,entailment,and if uh if it rains a lot but uh but uh It might rain a lot.,contradiction
"In the apse beyond, the Baroque master gives full vent to his exuberance with his bronze and marble Cathedra of St. Peter, throne of the Apostle's successors.",The Baroque master created a bronze and marble creation known as the throne of the Apostle's successors.,0,entailment,"In the apse beyond, the Baroque master gives full vent to his exuberance with his bronze and marble Cathedra of St. Peter, throne of the Apostle's successors. The Baroque master created a bronze and marble creation known as the throne of the Apostle's successors.",entailment
Not many causes are as worthwhile.,Most causes are a waste of time.,0,entailment,Not many causes are as worthwhile. Most causes are a waste of time.,contradiction
"Your Gist on alleged payments to David Hale is so sloppy that one is tempted to assume some bias on the part of its author, Associate Editor Franklin Foer.",You send payments to David Hale.,0,entailment,"Your Gist on alleged payments to David Hale is so sloppy that one is tempted to assume some bias on the part of its author, Associate Editor Franklin Foer. You send payments to David Hale.",entailment
"But Raffles secured his place in history by negotiating with the Sultan of Johor the creation of the Singapore trading post, in 1819.",A crucial part of Singapore's history was Raffles part in creating the Singapore trading post in 1819.,0,entailment,"But Raffles secured his place in history by negotiating with the Sultan of Johor the creation of the Singapore trading post, in 1819. A crucial part of Singapore's history was Raffles part in creating the Singapore trading post in 1819.",entailment
"Its most famous exhibits are the wonderful 15th-century tapestries, including the Lady with the Unicorn.",The Lady with the Unicorn is a 15th century tapestry.,0,entailment,"Its most famous exhibits are the wonderful 15th-century tapestries, including the Lady with the Unicorn. The Lady with the Unicorn is a 15th century tapestry.",entailment
"The question called for a photo caption, not a headline.",The question called for a caption and not a headline.,0,entailment,"The question called for a photo caption, not a headline. The question called for a caption and not a headline.",contradiction
"Beside David and Goliath, Daniel in the lions' den, and the building of Noah's ark, one curious sculpture shows Saint Eugenia, tonsured and disguised as a monk, opening her robe to convince a skeptical friar that she's a woman.",Saint Eugenia was a woman who once impersonated a man.,0,entailment,"Beside David and Goliath, Daniel in the lions' den, and the building of Noah's ark, one curious sculpture shows Saint Eugenia, tonsured and disguised as a monk, opening her robe to convince a skeptical friar that she's a woman. Saint Eugenia was a woman who once impersonated a man.",entailment
"Nothing at all, or just enough to make them dangerous. ","Nothing at all, or just enough to make them fatal.",0,entailment,"Nothing at all, or just enough to make them dangerous.  Nothing at all, or just enough to make them fatal.",contradiction
Ca'daan found A'deem and told him of his discoveries.,Ca'daan sought A'deem to give him the news.,0,entailment,Ca'daan found A'deem and told him of his discoveries. Ca'daan sought A'deem to give him the news.,entailment
Joseph Ralston 's candidacy for the chairmanship of the Joint Chiefs of Staff was derailed because he had had a relationship with another woman while separated from his wife.,Joseph Ralston had to withdraw as a candidate for chairman of the Joint Chiefs of Staff because of marital indiscretions.,0,entailment,Joseph Ralston 's candidacy for the chairmanship of the Joint Chiefs of Staff was derailed because he had had a relationship with another woman while separated from his wife. Joseph Ralston had to withdraw as a candidate for chairman of the Joint Chiefs of Staff because of marital indiscretions.,entailment
"When Israel began constructing apartment buildings in Arab East Jerusalem last March, PA security stopped relaying intelligence about the operations of Hamas' terrorist wing.",Israel started some construction project in Arab East Jerusalem.,0,entailment,"When Israel began constructing apartment buildings in Arab East Jerusalem last March, PA security stopped relaying intelligence about the operations of Hamas' terrorist wing. Israel started some construction project in Arab East Jerusalem.",entailment
"It was not uncommon for seekers to be built, tested, and reworked seven or eight times before they were acceptable.",Seekers were sometimes tested several times before they were accepted.,0,entailment,"It was not uncommon for seekers to be built, tested, and reworked seven or eight times before they were acceptable. Seekers were sometimes tested several times before they were accepted.",entailment
In any case what do you lose? ,Is there any risk involved for you?,0,entailment,In any case what do you lose?  Is there any risk involved for you?,entailment
A Time story says the electric-car movement is running out of juice.,Time has reported that the electric-car movement has less traction.,0,entailment,A Time story says the electric-car movement is running out of juice. Time has reported that the electric-car movement has less traction.,contradiction
"Other sights in Limoges include its Cathedrale Saint-Etienne, a Gothic masterpiece that took 600 years to complete, and the part of the haute ville (also called the Ceteau) that contains the ancient Rue de la Boucherie and pretty Cour du Temple.",The Cathedrale Saint-Etienne was built over the course of six hundred years.,0,entailment,"Other sights in Limoges include its Cathedrale Saint-Etienne, a Gothic masterpiece that took 600 years to complete, and the part of the haute ville (also called the Ceteau) that contains the ancient Rue de la Boucherie and pretty Cour du Temple. The Cathedrale Saint-Etienne was built over the course of six hundred years.",entailment
Neither was Slim.,Neither was Slim.,0,entailment,Neither was Slim. Neither was Slim.,entailment
"From this point you can see right to the north coast and well into the south, while stretching on each side are vast expanses of mountain scenery.",The north coast is visible from this point.,0,entailment,"From this point you can see right to the north coast and well into the south, while stretching on each side are vast expanses of mountain scenery. The north coast is visible from this point.",entailment
yeah and it's sort of cute too,"Yes, and it is beautiful too.",0,entailment,"yeah and it's sort of cute too Yes, and it is beautiful too.",entailment
"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air.",There are now differently designed housing.,0,entailment,"Where once stood only tents and shacks of loose wood, now structures of hardwood, clay, and stone rose into the air. There are now differently designed housing.",entailment
yeah that that is uh a tough situation i mean because you know i mean some sometimes i feel like maybe some of them are just kind of pressured or not really into you know and and you know uh people go home and the jury duty is always like you know kind of whining about it all seems like if people were were really you know into the subject and uh i don't know i mean i guess if there if it was more people it would be better if it was just like you know the majority but i guess the smaller number of that if it was like six or twelve which there usually are so um and i guess unanimous uh yeah i kind of agree with that,People don't really want to go serve jury duty. ,0,entailment,yeah that that is uh a tough situation i mean because you know i mean some sometimes i feel like maybe some of them are just kind of pressured or not really into you know and and you know uh people go home and the jury duty is always like you know kind of whining about it all seems like if people were were really you know into the subject and uh i don't know i mean i guess if there if it was more people it would be better if it was just like you know the majority but i guess the smaller number of that if it was like six or twelve which there usually are so um and i guess unanimous uh yeah i kind of agree with that People don't really want to go serve jury duty. ,contradiction
really is it like shrimp,It's like shrimp. ,0,entailment,really is it like shrimp It's like shrimp. ,entailment
Helpful guides take you down the long corridors and through the most interesting rooms.,The guides take you through corridors and rooms.,0,entailment,Helpful guides take you down the long corridors and through the most interesting rooms. The guides take you through corridors and rooms.,entailment
The reputation of this area was guaranteed when the Victorian railway was built.,The building of the Victorian railway guaranteed the reputation of this area. ,0,entailment,The reputation of this area was guaranteed when the Victorian railway was built. The building of the Victorian railway guaranteed the reputation of this area. ,entailment
"At the height of the panic, thousands of Chinese were deported from Hong Kong.",The Chinese population in Hong Kong decreased at the peak of the event.,0,entailment,"At the height of the panic, thousands of Chinese were deported from Hong Kong. The Chinese population in Hong Kong decreased at the peak of the event.",entailment
"No longer a center of government, it now functions as a cultural center.","Since it isn't a center of government anymore, it's now a cultural center.",0,entailment,"No longer a center of government, it now functions as a cultural center. Since it isn't a center of government anymore, it's now a cultural center.",entailment
"The native umbrella pines share the landscape with acacia, eucalyptus, and palm trees imported by British gardeners.",The British imported several plants. ,0,entailment,"The native umbrella pines share the landscape with acacia, eucalyptus, and palm trees imported by British gardeners. The British imported several plants. ",entailment
"The health impacts include aggravation of chronic bronchitis, hospitalizations due to cardio-respiratory symptoms, emergency room visits due to aggravated asthma symptoms, and acute respiratory symptoms.",Bronchitis and cardio-respiratory related hospitalization are some of the health impacts.,0,entailment,"The health impacts include aggravation of chronic bronchitis, hospitalizations due to cardio-respiratory symptoms, emergency room visits due to aggravated asthma symptoms, and acute respiratory symptoms. Bronchitis and cardio-respiratory related hospitalization are some of the health impacts.",entailment
Real fights would meet with arrests and fake ones wouldn't and hence would be quickly unmasked.,Fake fights would quickly be seen as such.,0,entailment,Real fights would meet with arrests and fake ones wouldn't and hence would be quickly unmasked. Fake fights would quickly be seen as such.,entailment
and uh everyone's a manager but nobody can get one more point to become you know like whatever you need to earn so much money,Everyone is a manager but no one can get a big enough point to earn more money.,0,entailment,and uh everyone's a manager but nobody can get one more point to become you know like whatever you need to earn so much money Everyone is a manager but no one can get a big enough point to earn more money.,contradiction
"1, realized gains do not count as personal income, but any taxes paid on such gains reduce disposable personal income and thus saving.",Gains don't count as personal income but the taxes paid on them reduce saving. ,0,entailment,"1, realized gains do not count as personal income, but any taxes paid on such gains reduce disposable personal income and thus saving. Gains don't count as personal income but the taxes paid on them reduce saving. ",entailment
"Although there is more that OMB and the CIO Council can do, information security is primarily the responsibility of individual agencies.",There is more that OMB and the CIO Council can do,0,entailment,"Although there is more that OMB and the CIO Council can do, information security is primarily the responsibility of individual agencies. There is more that OMB and the CIO Council can do",contradiction
"Though he would not disclose specific ideas on implementing debt relief in order to make public law a viable option for young attorneys, he added, It's an enormous problem.",He did not speak about any specifics regarding the plans for debt relief.,0,entailment,"Though he would not disclose specific ideas on implementing debt relief in order to make public law a viable option for young attorneys, he added, It's an enormous problem. He did not speak about any specifics regarding the plans for debt relief.",neutral
"UNLV's basketball team has a storied history, winning the NCAA title in 1990.",In 1990 the UNLV basketball team won the NCAA title.,0,entailment,"UNLV's basketball team has a storied history, winning the NCAA title in 1990. In 1990 the UNLV basketball team won the NCAA title.",neutral
"The Unknown Soldier of World War I was buried here in 1920, and three years later the Eternal Flame was kindled.","In 1920, this became the burial place for World War I's Unknown Soldier. ",0,entailment,"The Unknown Soldier of World War I was buried here in 1920, and three years later the Eternal Flame was kindled. In 1920, this became the burial place for World War I's Unknown Soldier. ",entailment
The Merchant followed along the line of his thoughts.,The Merchant kept talking about the same thing.,0,entailment,The Merchant followed along the line of his thoughts. The Merchant kept talking about the same thing.,neutral
" ""You mean he might be stolen, suh?""Drew clicked his empty glass down on the table.",You're saying he could be kidnapped?,0,entailment," ""You mean he might be stolen, suh?""Drew clicked his empty glass down on the table. You're saying he could be kidnapped?",contradiction
He consolidated power at Thebes during his short reign.,He consolidated power at Thebes throughout his short lived reign.,0,entailment,He consolidated power at Thebes during his short reign. He consolidated power at Thebes throughout his short lived reign.,contradiction
The Jacobite uprisings found little support in such lowland cities as Edinburgh.,Lowland cities did not lend their support to the Jacobite uprisings.,0,entailment,The Jacobite uprisings found little support in such lowland cities as Edinburgh. Lowland cities did not lend their support to the Jacobite uprisings.,entailment
and they said bring some tapes with you so they they are always borrowing my tapes,They are always asking about my tapes.,0,entailment,and they said bring some tapes with you so they they are always borrowing my tapes They are always asking about my tapes.,contradiction
"If your hotel does not have its own court, try Quinta Magnolia Park, where the facilities are excellent (including floodlights) and inexpensive.",Quinta Magnolia Park has courts equipped with floodlights.,0,entailment,"If your hotel does not have its own court, try Quinta Magnolia Park, where the facilities are excellent (including floodlights) and inexpensive. Quinta Magnolia Park has courts equipped with floodlights.",neutral
But now he was not sure.,Now he wasn't certain.,0,entailment,But now he was not sure. Now he wasn't certain.,neutral
you know it's i mean i it it should probably be a big issue you know because it's it's doing a lot of damage but i it's something you know i don't think many people really think about it because it's nothing they i don't think we really have too much control over it,We don't think about it because we don't have control.,0,entailment,you know it's i mean i it it should probably be a big issue you know because it's it's doing a lot of damage but i it's something you know i don't think many people really think about it because it's nothing they i don't think we really have too much control over it We don't think about it because we don't have control.,entailment
The Industrialist smiled.,The Industrialist beamed.,0,entailment,The Industrialist smiled. The Industrialist beamed.,contradiction
"Historically, what has been good for Chile (Argentina's neighbor) has been a disaster for Argentina, and this works the other way around.",Things that have been good for Argentina have generally been disastrous for Chile. ,0,entailment,"Historically, what has been good for Chile (Argentina's neighbor) has been a disaster for Argentina, and this works the other way around. Things that have been good for Argentina have generally been disastrous for Chile. ",entailment
1 The following table identifies the appropriate chapters for reviewing the various steps of an acquisition.,The table is a reliable source on the appropriate chapters for reviewing the various steps of an acquisition.,1,neutral,1 The following table identifies the appropriate chapters for reviewing the various steps of an acquisition. The table is a reliable source on the appropriate chapters for reviewing the various steps of an acquisition.,entailment
yeah uh-huh that's what i've seen uh-huh,"Yes, that's the way it always is.",1,neutral,"yeah uh-huh that's what i've seen uh-huh Yes, that's the way it always is.",neutral
like those hologram deals,like holograms but with greater definition,1,neutral,like those hologram deals like holograms but with greater definition,entailment
"Similarly, the chain-link fence surrounding the octagon looks grotesque.",The fence was ugly and an eyesight ,1,neutral,"Similarly, the chain-link fence surrounding the octagon looks grotesque. The fence was ugly and an eyesight ",contradiction
At this time only the northern area was known as Israel; the south was called Judah.,Israel is larger than Judah. ,1,neutral,At this time only the northern area was known as Israel; the south was called Judah. Israel is larger than Judah. ,contradiction
"However, not all critical processes will be new or unique to a specific weapon system.",Some critical processes are the same in all weapon systems.,1,neutral,"However, not all critical processes will be new or unique to a specific weapon system. Some critical processes are the same in all weapon systems.",entailment
"Israel may not appear to be an obvious place to go for a sporting holiday, but this young and energetic country has dramatic open spaces, miles of accessible coastline, and a burgeoning range of sporting facilities and events, from white-water rafting in the Golan to world-class scuba diving in the Red Sea.",Israel has more sporting facilities and events than many larger countries.,1,neutral,"Israel may not appear to be an obvious place to go for a sporting holiday, but this young and energetic country has dramatic open spaces, miles of accessible coastline, and a burgeoning range of sporting facilities and events, from white-water rafting in the Golan to world-class scuba diving in the Red Sea. Israel has more sporting facilities and events than many larger countries.",entailment
"Conceptually, one can visualize a streamlined, low-cost processing system for well-defined letter-size pieces that are machinereadable.",A streamlined processing system for machine-readable letter-size pieces is possible to create.,1,neutral,"Conceptually, one can visualize a streamlined, low-cost processing system for well-defined letter-size pieces that are machinereadable. A streamlined processing system for machine-readable letter-size pieces is possible to create.",entailment
"Bassenthwaite Lake, just under 6 km (4 miles) in length, lies to the northwest of Keswick.",The Lake is a relatively long one.,1,neutral,"Bassenthwaite Lake, just under 6 km (4 miles) in length, lies to the northwest of Keswick. The Lake is a relatively long one.",contradiction
The first or least densely populated quintile stands out from the remaining four.,The other quintiles are sorted by population.,1,neutral,The first or least densely populated quintile stands out from the remaining four. The other quintiles are sorted by population.,entailment
and uh maybe if they like you said if they would start when little kids and start letting them vote and learn how to vote and all,"Maybe if they let little kids vote, they would get more involved.",1,neutral,"and uh maybe if they like you said if they would start when little kids and start letting them vote and learn how to vote and all Maybe if they let little kids vote, they would get more involved.",entailment
not that i like reading but i do do a lot of reading while i'm here at school,I prefer to read at home on the lake.  ,1,neutral,not that i like reading but i do do a lot of reading while i'm here at school I prefer to read at home on the lake.  ,neutral
Didn't you ask the cook before you took this stuff?,Did you not take the time and ask the cook if he needed these before taking them?,1,neutral,Didn't you ask the cook before you took this stuff? Did you not take the time and ask the cook if he needed these before taking them?,contradiction
i guess um we're assuming that that Puerto Rico would be per capita significantly more poor perhaps than than say Mississippi or,I assume Puerto Rico would be poorer because of the low amounts of resources.,1,neutral,i guess um we're assuming that that Puerto Rico would be per capita significantly more poor perhaps than than say Mississippi or I assume Puerto Rico would be poorer because of the low amounts of resources.,contradiction
The trouble is that you've gone through so much pain to collect the damned junior-high-school transcript or the quote from Bellow's landlord in Paris in 1948 that you feel you have to put it in--just to get credit.,You must always invest a lot of effort in order to get credit.,1,neutral,The trouble is that you've gone through so much pain to collect the damned junior-high-school transcript or the quote from Bellow's landlord in Paris in 1948 that you feel you have to put it in--just to get credit. You must always invest a lot of effort in order to get credit.,contradiction
At Margerates you can watch the potters at work and buy from their workshops.,Margerates is the only place where one can watch potters at work.,1,neutral,At Margerates you can watch the potters at work and buy from their workshops. Margerates is the only place where one can watch potters at work.,contradiction
And a bizarre photo essay depicts a husband and wife who have worn matching outfits every day for the last 17 years.,It was the husband's idea for the couple to wear matching outfits.,1,neutral,And a bizarre photo essay depicts a husband and wife who have worn matching outfits every day for the last 17 years. It was the husband's idea for the couple to wear matching outfits.,entailment
Was it indeed to this desolate spot that Tuppence had been decoyed? ,This was the last place that Tuppence every went.  ,1,neutral,Was it indeed to this desolate spot that Tuppence had been decoyed?  This was the last place that Tuppence every went.  ,contradiction
"As in Hirosema, one of the most moving monuments is a single piece of masonry left standing.",The masonry in Hirosema was destroyed.,1,neutral,"As in Hirosema, one of the most moving monuments is a single piece of masonry left standing. The masonry in Hirosema was destroyed.",contradiction
Ideally located if you want to see a lot of Madrid in a short time.,Madrid is a very large and entertaining city.,1,neutral,Ideally located if you want to see a lot of Madrid in a short time. Madrid is a very large and entertaining city.,entailment
Everyone who comes visits the fortress-like structure of the Church of the Nativity.,Most visitors report that the Church of the Nativity is their favorite part of the visit.,1,neutral,Everyone who comes visits the fortress-like structure of the Church of the Nativity. Most visitors report that the Church of the Nativity is their favorite part of the visit.,entailment
"As a result, the cancellation is a nonexchange gain to the entity that owed the debt and a nonexchange loss to the lender.","Besides being a result, it is also the only data that was received from the firm.",1,neutral,"As a result, the cancellation is a nonexchange gain to the entity that owed the debt and a nonexchange loss to the lender. Besides being a result, it is also the only data that was received from the firm.",contradiction
"You'd expect that the public would get something, perhaps affordable seats, in return for subsidizing stadiums.",The public has to pay ridiculous prices for seats even though they subsidize stadiums.,1,neutral,"You'd expect that the public would get something, perhaps affordable seats, in return for subsidizing stadiums. The public has to pay ridiculous prices for seats even though they subsidize stadiums.",entailment
The Congress faces a challenging and complex job in its consideration of DHS.,The construction of DHS will drain congress of many resources.,1,neutral,The Congress faces a challenging and complex job in its consideration of DHS. The construction of DHS will drain congress of many resources.,entailment
"Situated on the coast, Leith is only 5 km (3 miles) from the city center.",There aren't many easy routes to get to Leith despite being nearby.,1,neutral,"Situated on the coast, Leith is only 5 km (3 miles) from the city center. There aren't many easy routes to get to Leith despite being nearby.",contradiction
"(1994), which governs recruitment, wages, housing, health and safety, vehicle safety standards, drivers' licensure and minimum vehicle insurance levels.",The governing body rarely hires new empoyees,1,neutral,"(1994), which governs recruitment, wages, housing, health and safety, vehicle safety standards, drivers' licensure and minimum vehicle insurance levels. The governing body rarely hires new empoyees",contradiction
"EPA published a summary of its final regulatory flexibility analyses as required by section 604 of the Act in the Federal Register on June 20, 1996.",The EPA published the summary after procrastinating.,1,neutral,"EPA published a summary of its final regulatory flexibility analyses as required by section 604 of the Act in the Federal Register on June 20, 1996. The EPA published the summary after procrastinating.",contradiction
Motorboats from the capital will bring you out here in record time.,The motorboats will charge you a reasonable fee to get here.  ,1,neutral,Motorboats from the capital will bring you out here in record time. The motorboats will charge you a reasonable fee to get here.  ,entailment
"Yes, she said meditatively; then suddenly dropped her voice. ",She had a soft voice because she was scared.,1,neutral,"Yes, she said meditatively; then suddenly dropped her voice.  She had a soft voice because she was scared.",contradiction
The estimated economic value of an avoided health outcome.,An avoided health outcome generally has a positive economic value.,1,neutral,The estimated economic value of an avoided health outcome. An avoided health outcome generally has a positive economic value.,contradiction
yeah well it wasn't the matter of wealth it was the matter that they were not wealthy  that made them equal well i'll talk to you later okay bye-bye,They used to be rich.,1,neutral,yeah well it wasn't the matter of wealth it was the matter that they were not wealthy  that made them equal well i'll talk to you later okay bye-bye They used to be rich.,contradiction
